Time	Lead I	Lead II	Lead III	aVR	aVL	aVF
0.825000	-0.760642	0.176388	0.937030	0.337319	-0.980151	0.642832
0.830000	-0.739057	0.169064	0.908120	0.329085	-0.950998	0.621912
0.835000	-0.714177	0.159954	0.874130	0.319981	-0.917009	0.597028
0.840000	-0.686937	0.148214	0.835151	0.311031	-0.878777	0.567746
0.845000	-0.658271	0.135608	0.793879	0.301760	-0.838399	0.536639
0.850000	-0.628071	0.123964	0.752036	0.291046	-0.796805	0.505759
0.855000	-0.590996	0.110906	0.701902	0.277180	-0.746455	0.469275
0.860000	-0.537254	0.089810	0.627064	0.258332	-0.672219	0.413887
0.865000	-0.462847	0.057119	0.519966	0.234247	-0.567427	0.333180
0.870000	-0.370321	0.014442	0.384762	0.205467	-0.435947	0.230480
0.875000	-0.264780	-0.035770	0.229010	0.173523	-0.285090	0.111567
0.880000	-0.151816	-0.093807	0.058009	0.141811	-0.121143	-0.020668
0.885000	-0.036662	-0.161882	-0.125220	0.114629	0.051129	-0.165758
0.890000	0.076420	-0.241841	-0.318260	0.095506	0.227869	-0.323374
0.895000	0.184834	-0.334125	-0.518959	0.086193	0.406335	-0.492528
0.900000	0.287932	-0.436482	-0.724413	0.085765	0.584477	-0.670243
0.905000	0.385831	-0.543697	-0.929529	0.091144	0.759423	-0.850567
0.910000	0.478521	-0.649222	-1.127743	0.098554	0.927376	-1.025931
0.915000	0.565232	-0.746933	-1.312166	0.104905	1.083916	-1.188821
0.920000	0.643497	-0.831513	-1.475010	0.108551	1.223120	-1.331671
0.925000	0.709795	-0.897254	-1.607050	0.108229	1.337631	-1.445860
0.930000	0.761142	-0.937936	-1.699078	0.102072	1.420408	-1.522480
0.935000	0.796743	-0.949415	-1.746158	0.088146	1.468144	-1.556289
0.940000	0.816286	-0.932067	-1.748353	0.066846	1.480695	-1.547540
0.945000	0.816725	-0.891026	-1.707751	0.042898	1.457506	-1.500404
0.950000	0.792030	-0.833739	-1.625769	0.024081	1.395916	-1.419997
0.955000	0.737276	-0.767192	-1.504469	0.017272	1.294272	-1.311543
0.960000	0.652073	-0.694553	-1.346626	0.024526	1.153949	-1.178475
0.965000	0.542571	-0.616465	-1.159037	0.042663	0.982423	-1.025086
0.970000	0.420217	-0.534054	-0.954271	0.065724	0.793560	-0.859284
0.975000	0.295501	-0.448006	-0.743507	0.088049	0.599872	-0.687920
0.980000	0.175070	-0.356604	-0.531674	0.104809	0.408039	-0.512848
0.985000	0.063480	-0.259790	-0.323270	0.113340	0.223290	-0.336630
0.990000	-0.036396	-0.162223	-0.125828	0.114673	0.051633	-0.166306
0.995000	-0.123061	-0.071026	0.052035	0.112056	-0.101092	-0.010964
1.000000	-0.196813	0.006419	0.203232	0.109924	-0.230966	0.121042
1.005000	-0.258107	0.065215	0.323323	0.111366	-0.335689	0.224322
1.010000	-0.307758	0.105552	0.413310	0.116743	-0.416308	0.299565
1.015000	-0.348439	0.131968	0.480407	0.124979	-0.478534	0.353555
1.020000	-0.383007	0.149420	0.532428	0.134861	-0.528526	0.393665
1.025000	-0.413051	0.161401	0.574452	0.145290	-0.570135	0.424844
1.030000	-0.439409	0.170585	0.609994	0.155206	-0.605873	0.450667
1.035000	-0.463070	0.178471	0.641541	0.164313	-0.637747	0.473434
1.040000	-0.485011	0.185602	0.670613	0.172864	-0.667199	0.494336
1.045000	-0.506881	0.193356	0.700236	0.181014	-0.696929	0.515915
1.050000	-0.529904	0.202658	0.732562	0.188936	-0.728885	0.539949
