Time	Lead I	Lead II	Lead III	aVR	aVL	aVF
1.460000	-0.567788	-0.095616	0.472172	0.383016	-0.600421	0.217404
1.465000	-0.571484	-0.102306	0.469177	0.389013	-0.600825	0.211813
1.470000	-0.572801	-0.107926	0.464875	0.393018	-0.599103	0.206085
1.475000	-0.570816	-0.112647	0.458169	0.394597	-0.594085	0.199488
1.480000	-0.564992	-0.116856	0.448136	0.393665	-0.584929	0.191264
1.485000	-0.555909	-0.120248	0.435662	0.390379	-0.572484	0.182104
1.490000	-0.543963	-0.122939	0.421024	0.385036	-0.557135	0.172099
1.495000	-0.529035	-0.124426	0.404609	0.377276	-0.539040	0.161763
1.500000	-0.510932	-0.123408	0.387524	0.366236	-0.518724	0.152488
1.505000	-0.489138	-0.119644	0.369494	0.351480	-0.495731	0.144251
1.510000	-0.463734	-0.114084	0.349650	0.333603	-0.469607	0.136004
1.515000	-0.436175	-0.106689	0.329486	0.313422	-0.442055	0.128632
1.520000	-0.408259	-0.097012	0.311247	0.291718	-0.415407	0.123688
1.525000	-0.381680	-0.085953	0.295727	0.269988	-0.391101	0.121113
1.530000	-0.357178	-0.073668	0.283509	0.248749	-0.369901	0.121152
1.535000	-0.334887	-0.058209	0.276679	0.226954	-0.353088	0.126134
1.540000	-0.313825	-0.038900	0.274925	0.203646	-0.339915	0.136269
1.545000	-0.292461	-0.017945	0.274516	0.179213	-0.327344	0.148132
1.550000	-0.270406	0.002606	0.273012	0.154614	-0.313743	0.159129
1.555000	-0.248480	0.020980	0.269460	0.131347	-0.299032	0.167686
1.560000	-0.227226	0.036102	0.263328	0.110345	-0.283221	0.172876
1.565000	-0.204506	0.049213	0.253720	0.089658	-0.264557	0.174898
1.570000	-0.176446	0.062677	0.239122	0.065685	-0.239928	0.174243
1.575000	-0.139725	0.077256	0.216981	0.036066	-0.205944	0.169878
1.580000	-0.093445	0.092417	0.185862	0.000593	-0.161257	0.160664
1.585000	-0.038886	0.107807	0.146693	-0.039791	-0.107144	0.146935
1.590000	0.022130	0.122608	0.100478	-0.083565	-0.045234	0.128798
1.595000	0.089094	0.135536	0.046442	-0.129690	0.024625	0.105065
1.600000	0.164202	0.146716	-0.017486	-0.179508	0.104897	0.074611
1.605000	0.251472	0.155855	-0.095617	-0.235170	0.200392	0.034778
1.610000	0.351541	0.160536	-0.191004	-0.295648	0.313238	-0.017591
1.615000	0.459841	0.158650	-0.301192	-0.357086	0.439382	-0.082296
1.620000	0.570531	0.149066	-0.421465	-0.415459	0.572729	-0.157269
1.625000	0.677204	0.130460	-0.546745	-0.466305	0.706647	-0.240342
1.630000	0.769556	0.103194	-0.666361	-0.503882	0.829027	-0.325144
1.635000	0.835157	0.070146	-0.765012	-0.522677	0.923858	-0.401181
1.640000	0.864854	0.034906	-0.829949	-0.519476	0.978495	-0.459018
1.645000	0.857271	-0.000010	-0.857281	-0.494940	0.989897	-0.494957
1.650000	0.818064	-0.032376	-0.850440	-0.453617	0.963311	-0.509694
1.655000	0.756254	-0.061593	-0.817847	-0.401063	0.908807	-0.507744
1.660000	0.682336	-0.088593	-0.770929	-0.342797	0.839042	-0.496245
1.665000	0.605222	-0.112056	-0.717278	-0.284729	0.763545	-0.478816
1.670000	0.530056	-0.127073	-0.657129	-0.232663	0.685421	-0.452759
1.675000	0.459205	-0.126042	-0.585247	-0.192351	0.603014	-0.410663
1.680000	0.393089	-0.101293	-0.494382	-0.168468	0.512382	-0.343913
1.685000	0.330514	-0.049686	-0.380200	-0.162136	0.410331	-0.248195
1.690000	0.269904	0.025028	-0.244876	-0.170279	0.297208	-0.126930
1.695000	0.211123	0.113612	-0.097511	-0.187486	0.178189	0.009296
1.700000	0.154075	0.206500	0.052426	-0.208178	0.058687	0.149491
1.705000	0.098144	0.291437	0.193293	-0.224925	-0.054934	0.279859
1.710000	0.044074	0.350222	0.306149	-0.227647	-0.151309	0.378956
1.715000	-0.007247	0.369839	0.377086	-0.209342	-0.221895	0.431237
1.720000	-0.055449	0.347250	0.402700	-0.168471	-0.264512	0.432984
1.725000	-0.100309	0.285549	0.385858	-0.106949	-0.280688	0.387637
1.730000	-0.141167	0.196578	0.337744	-0.031992	-0.276499	0.308491
1.735000	-0.177142	0.100413	0.277555	0.044299	-0.262520	0.218220
1.740000	-0.208033	0.016366	0.224398	0.110659	-0.249664	0.139005
1.745000	-0.235103	-0.043790	0.191312	0.161019	-0.246191	0.085172
1.750000	-0.260106	-0.075238	0.184868	0.193611	-0.256906	0.063295
1.755000	-0.284123	-0.078735	0.205388	0.209496	-0.282620	0.073123
1.760000	-0.307549	-0.062044	0.245505	0.213385	-0.319306	0.105921
1.765000	-0.330447	-0.035936	0.294511	0.211532	-0.360820	0.149288
1.770000	-0.352981	-0.008822	0.344159	0.208887	-0.402494	0.193607
1.775000	-0.374958	0.013565	0.388523	0.208651	-0.440796	0.232145
