% Model:                Glucose transport.mph
% Version:              COMSOL 4.1.0.88
% Date:                 May 6 2016, 18:52
% Dimension:            1
% Nodes:                1927
% Expressions:          1
% Description:          Line graph
% x                       Height
0                         5.352065558793515
0.05718577280640602       5.35240047803812
0.12461677193641663       5.351292919999288
0.2000601589679718        5.351781616411473
0.2780119776725769        5.352021033332425
0.3559637665748596        5.350352499303125
0.43391555547714233       5.351353004322767
0.511867344379425         5.351629546153737
0.5898191332817078        5.349903117601652
0.6677709221839905        5.350941409647359
0.7457227110862732        5.3507957870417915
0.8236744999885559        5.350669870657352
0.9016262888908386        5.3509112378413946
0.9795780777931213        5.349219375086695
1.0575299263000488        5.350293677501494
1.1354817152023315        5.3502457115331685
1.2134335041046143        5.350351693223277
1.291385293006897         5.348645846113456
1.3693370819091797        5.350203993861242
1.4472888708114624        5.349865076277474
1.5252406597137451        5.350068743422061
1.6031924486160278        5.348447479100036
1.6811442375183105        5.349434609859074
1.7590960264205933        5.349750790623245
1.837047815322876         5.348091441047526
1.9149996042251587        5.3491766033729
1.9929513931274414        5.349102194827375
2.0709033012390137        5.349005127695437
2.148855209350586         5.349324558874455
2.226807117462158         5.347735356286037
2.3047590255737305        5.348744337583031
2.3827109336853027        5.349075456137869
2.460662841796875         5.347439065896544
2.5386147499084473        5.348554891965352
2.6165666580200195        5.348467517374884
2.694518566131592         5.348394705222432
2.772470474243164         5.348707874504791
2.8504223823547363        5.347082744550394
2.9283742904663086        5.348208994395561
3.006326198577881         5.348184603760854
3.084278106689453         5.348353145031427
3.1622300148010254        5.3467079810725915
3.2401819229125977        5.348310577498839
3.31813383102417          5.348000746145074
3.396085739135742         5.34824153933231
3.4740376472473145        5.346659953323851
3.5519895553588867        5.347687736615264
3.629941463470459         5.348020366691413
3.7078933715820312        5.346406378574248
3.7858452796936035        5.347457316860775
3.863797187805176         5.347525435904731
3.941749095916748         5.347396042187172
4.01970100402832          5.3477336958047035
4.097652912139893         5.346171623662697
4.175604820251465         5.347218349513911
4.253556728363037         5.347577473360814
4.331508636474609         5.3459055888554445
4.409460544586182         5.346990183492069
4.487412452697754         5.347107634056633
4.565364360809326         5.346970660002371
4.643316268920898         5.347315700320696
4.721268177032471         5.345752641033812
4.799220085144043         5.346805743942511
4.877171993255615         5.3471707836184725
4.9551239013671875        5.345503421213218
5.03307580947876          5.3465824502114785
5.111027717590332         5.346701772494874
5.188979625701904         5.34656393007808
5.266931533813477         5.346901417372209
5.344883441925049         5.345327922069658
5.422835350036621         5.346316428874887
5.500787258148193         5.346419998841373
5.578739166259766         5.346635216085767
5.656691074371338         5.344889186384863
5.73464298248291          5.346606162781892
5.812594890594482         5.346317673446872
5.890546798706055         5.346563955085975
5.968498706817627         5.344979413159053
6.046450614929199         5.3459594226421565
6.1244025230407715        5.34606316860619
6.202354431152344         5.346283001712691
6.280306339263916         5.344540989748181
6.358258247375488         5.346252957905063
6.4362101554870605        5.345956359201829
6.514162063598633         5.3462050563045
6.592113971710205         5.34461684268535
6.670065879821777         5.345590071271563
6.74801778793335          5.345595125385555
6.825969696044922         5.3456059847352755
6.903921604156494         5.345829283834028
6.981873512268066         5.344464014473894
7.059825420379639         5.345471056704255
7.137777328491211         5.345497642501606
7.215729236602783         5.345761220327726
7.2936811447143555        5.344020271631801
7.371633052825928         5.345674758790572
7.4495849609375           5.345383534056849
7.527536869049072         5.345544781092398
7.6054887771606445        5.344195222361369
7.683440685272217         5.345267464472983
7.761392593383789         5.345546025099743
7.839344501495361         5.34392127295885
7.917296409606934         5.345046859058724
7.995248317718506         5.3450000718672515
8.073200225830078         5.344985089139843
8.151151657104492         5.345222736021635
8.229103088378906         5.3438961656107296
8.30705451965332          5.3449785707105795
8.385005950927734         5.345261111087683
8.462957382202148         5.34361923664968
8.540908813476562         5.344761541549159
8.618860244750977         5.344712062418905
8.69681167602539          5.344694986828945
8.774763107299805         5.344928718555611
8.852714538574219         5.343606315622017
8.930665969848633         5.344689471183636
9.008617401123047         5.344954847612016
9.086568832397461         5.3434201841295685
9.164520263671875         5.344469959256976
9.242471694946289         5.344428062576599
9.320423126220703         5.344433487879756
9.398374557495117         5.344662090393629
9.476325988769531         5.3433335490920255
9.554277420043945         5.344416076783844
9.63222885131836          5.344680598866289
9.710180282592773         5.34313765793833
9.788131713867188         5.344177529925927
9.866083145141602         5.344140070634854
9.944034576416016         5.344144558734563
10.02198600769043         5.344368844695188
10.099937438964844        5.343009303371362
10.177888870239258        5.34408300534631
10.255840301513672        5.344103749100294
10.333791732788086        5.344315128539646
10.4117431640625          5.34256228606143
10.489694595336914        5.34430136462489
10.567646026611328        5.344046706440232
10.645597457885742        5.3442639024983025
10.723548889160156        5.342686454754211
10.80150032043457         5.3438405432257055
10.879451751708984        5.3441682748095065
10.957403182983398        5.34259793843722
11.035354614257812        5.343733048096633
11.113306045532227        5.343681097525773
11.19125747680664         5.343669791790007
11.269208908081055        5.34398892751231
11.347160339355469        5.342425415678065
11.425111770629883        5.343582010757112
11.503063201904297        5.34392648206134
11.581014633178711        5.342387963614223
11.658966064453125        5.343428491731638
11.736917495727539        5.343388826544858
11.814868927001953        5.343404826181507
11.892820358276367        5.343733035260308
11.970771789550781        5.3421713948646445
12.048723220825195        5.343327252482224
12.12667465209961         5.343662020997136
12.204626083374023        5.34212643031811
12.282577514648438        5.343172682224536
12.360528945922852        5.343138132922455
12.438480377197266        5.343149273973658
12.51643180847168         5.3434805896875055
12.594383239746094        5.341921472135693
12.672334671020508        5.343073962873849
12.750286102294922        5.3433959520757375
12.828237533569336        5.341829310302646
12.90618896484375         5.342984496711468
12.984140396118164        5.3429657086052575
13.062091827392578        5.342917587689264
13.140043258666992        5.343232751476171
13.217994689941406        5.341619752256007
13.29594612121582         5.342861405842923
13.373897552490234        5.342880993779737
13.451848983764648        5.3430991728461965
13.529800415039062        5.341354487098402
13.607751846313477        5.343093700546216
13.68570327758789         5.342834007177481
13.763654708862305        5.343057526484355
13.841606140136719        5.341490617620627
13.919557571411133        5.342648400671345
13.997509002685547        5.342980311974097
14.075460433959961        5.341400811786902
14.153411865234375        5.342547924982252
14.231363296508789        5.342545929582204
14.309314727783203        5.342514904091585
