Time	Lead I	Lead II	Lead III	aVR	aVL	aVF
0.595000	-0.392711	-0.210337	0.182374	0.348170	-0.332025	-0.016145
0.600000	-0.385857	-0.203698	0.182159	0.340379	-0.327944	-0.012435
0.605000	-0.379936	-0.198091	0.181844	0.333724	-0.324344	-0.009380
0.610000	-0.376582	-0.194661	0.181921	0.329807	-0.322451	-0.007356
0.615000	-0.376951	-0.194615	0.182337	0.329994	-0.322905	-0.007089
0.620000	-0.380344	-0.198221	0.182123	0.334035	-0.324740	-0.009294
0.625000	-0.385759	-0.204723	0.181035	0.340915	-0.327239	-0.013676
0.630000	-0.393041	-0.212888	0.180153	0.349833	-0.330933	-0.018900
0.635000	-0.402360	-0.221204	0.181156	0.360014	-0.336892	-0.023122
0.640000	-0.414164	-0.228016	0.186148	0.370763	-0.346590	-0.024172
0.645000	-0.428353	-0.231857	0.196496	0.381172	-0.360757	-0.020416
0.650000	-0.444087	-0.231997	0.212090	0.390337	-0.378844	-0.011493
0.655000	-0.460835	-0.228778	0.232057	0.398148	-0.400041	0.001893
0.660000	-0.477990	-0.223798	0.254193	0.405177	-0.422726	0.017549
0.665000	-0.494464	-0.218425	0.276039	0.411586	-0.444850	0.033263
0.670000	-0.509619	-0.212149	0.297470	0.416713	-0.465973	0.049260
0.675000	-0.524118	-0.204477	0.319641	0.420655	-0.487144	0.066489
0.680000	-0.538613	-0.195910	0.342704	0.424077	-0.508828	0.084751
0.685000	-0.552473	-0.186852	0.365621	0.426849	-0.530062	0.103213
0.690000	-0.564802	-0.178221	0.386581	0.428985	-0.549281	0.120296
0.695000	-0.575071	-0.170975	0.404096	0.430730	-0.565322	0.134592
0.700000	-0.582651	-0.165320	0.417331	0.431841	-0.577339	0.145498
0.705000	-0.586507	-0.160636	0.425871	0.431363	-0.584497	0.153134
0.710000	-0.586281	-0.156843	0.429439	0.429043	-0.586426	0.157383
0.715000	-0.582660	-0.154561	0.428100	0.425634	-0.583562	0.157928
0.720000	-0.575803	-0.154553	0.421250	0.421671	-0.575648	0.153977
0.725000	-0.564893	-0.156650	0.408243	0.416583	-0.561840	0.145257
0.730000	-0.549620	-0.159791	0.389829	0.409578	-0.542391	0.132813
0.735000	-0.530833	-0.163342	0.367491	0.400782	-0.518648	0.117865
0.740000	-0.509327	-0.167458	0.341869	0.390741	-0.491438	0.100696
0.745000	-0.485682	-0.171882	0.313799	0.379645	-0.461580	0.081936
0.750000	-0.460722	-0.175994	0.284729	0.367608	-0.430386	0.062778
0.755000	-0.435059	-0.179621	0.255439	0.354886	-0.398659	0.043773
0.760000	-0.406530	-0.182466	0.224065	0.340057	-0.364074	0.024017
0.765000	-0.362210	-0.182620	0.179590	0.314558	-0.312808	-0.001749
0.770000	-0.283674	-0.178878	0.104796	0.267054	-0.224283	-0.042771
0.775000	-0.161989	-0.167008	-0.005019	0.189946	-0.090626	-0.099320
0.780000	-0.003473	-0.133469	-0.129996	0.079064	0.073048	-0.152112
0.785000	0.170144	-0.057432	-0.227576	-0.065074	0.229624	-0.164550
0.790000	0.321976	0.075251	-0.246725	-0.229339	0.328340	-0.099001
0.795000	0.413269	0.263498	-0.149772	-0.390732	0.325072	0.065660
0.800000	0.422069	0.490040	0.067971	-0.526606	0.204438	0.322167
0.805000	0.351313	0.716525	0.365212	-0.616516	-0.008024	0.624541
0.810000	0.224837	0.893103	0.668266	-0.645443	-0.256014	0.901457
0.815000	0.076293	0.983840	0.907547	-0.612068	-0.479924	1.091992
0.820000	-0.064068	0.980299	1.044367	-0.528986	-0.639955	1.168941
0.825000	-0.175937	0.897102	1.073038	-0.416365	-0.721096	1.137460
0.830000	-0.251209	0.760132	1.011342	-0.293827	-0.728934	1.022761
0.835000	-0.292965	0.597013	0.889978	-0.175542	-0.682972	0.858514
0.840000	-0.310452	0.433868	0.744320	-0.071254	-0.608973	0.680227
0.845000	-0.313856	0.292292	0.606148	0.012450	-0.531164	0.518714
0.850000	-0.311074	0.185385	0.496458	0.072567	-0.466229	0.393662
0.855000	-0.306815	0.116026	0.422842	0.110152	-0.421267	0.311115
0.860000	-0.303068	0.079030	0.382098	0.129348	-0.395581	0.266233
0.865000	-0.299856	0.065153	0.365009	0.135505	-0.383859	0.248354
0.870000	-0.296153	0.065132	0.361285	0.133380	-0.379572	0.246192
0.875000	-0.291935	0.071839	0.363774	0.127072	-0.378573	0.251501
0.880000	-0.288442	0.080079	0.368521	0.120298	-0.379298	0.259000
0.885000	-0.286020	0.086560	0.372580	0.115158	-0.380242	0.265085
0.890000	-0.283695	0.090792	0.374487	0.111372	-0.380001	0.268629
0.895000	-0.280701	0.094282	0.374983	0.107629	-0.378559	0.270930
0.900000	-0.277054	0.098203	0.375256	0.103260	-0.376611	0.273351
0.905000	-0.272581	0.102558	0.375139	0.098163	-0.373961	0.275798
0.910000	-0.266675	0.107018	0.373693	0.092178	-0.369717	0.277539
0.915000	-0.258785	0.110834	0.369619	0.085420	-0.362809	0.277390
0.920000	-0.248432	0.113205	0.361636	0.078073	-0.352223	0.274149
0.925000	-0.235378	0.114221	0.349600	0.069950	-0.337737	0.267787
0.930000	-0.219757	0.115048	0.334806	0.060454	-0.320177	0.259723
0.935000	-0.201736	0.116755	0.318491	0.049064	-0.300353	0.251289
0.940000	-0.182335	0.119864	0.302199	0.036068	-0.279746	0.243678
0.945000	-0.163160	0.125128	0.288289	0.021958	-0.260644	0.238686
0.950000	-0.145361	0.133071	0.278432	0.007096	-0.244677	0.237581
0.955000	-0.129408	0.142677	0.272085	-0.007661	-0.231802	0.239463
0.960000	-0.115807	0.151497	0.267303	-0.020606	-0.221189	0.241794
0.965000	-0.105127	0.157174	0.262301	-0.030049	-0.212135	0.242184
0.970000	-0.098029	0.158256	0.256285	-0.034772	-0.204563	0.239335
0.975000	-0.094947	0.154608	0.249555	-0.034446	-0.198898	0.233344
0.980000	-0.095719	0.147331	0.243050	-0.029799	-0.195588	0.225387
0.985000	-0.099951	0.137482	0.237433	-0.021669	-0.194788	0.216457
0.990000	-0.107141	0.125530	0.232671	-0.010617	-0.196191	0.206808
0.995000	-0.116626	0.111451	0.228077	0.002987	-0.199014	0.196027
1.000000	-0.127885	0.095081	0.222966	0.018939	-0.202564	0.183624
1.005000	-0.141040	0.077383	0.218423	0.036753	-0.207536	0.170784
1.010000	-0.156691	0.059342	0.216033	0.056205	-0.215192	0.158988
1.015000	-0.175438	0.041834	0.217272	0.077136	-0.226731	0.149595
1.020000	-0.195782	0.025680	0.221462	0.098209	-0.240896	0.142687
1.025000	-0.213107	0.011487	0.224594	0.116406	-0.252707	0.136301
1.030000	-0.222559	-0.000115	0.222444	0.128561	-0.256922	0.128361
1.035000	-0.221915	-0.008801	0.213114	0.133204	-0.251164	0.117960
1.040000	-0.211633	-0.014771	0.196862	0.130714	-0.235844	0.105130
1.045000	-0.194177	-0.018788	0.175389	0.122955	-0.213369	0.090414
1.050000	-0.173069	-0.021238	0.151830	0.112183	-0.187581	0.075397
1.055000	-0.151891	-0.022162	0.129729	0.100489	-0.162593	0.062104
1.060000	-0.133583	-0.021410	0.112173	0.089485	-0.141887	0.052402
1.065000	-0.119705	-0.019836	0.099869	0.080564	-0.126771	0.046207
1.070000	-0.110142	-0.018275	0.091867	0.074142	-0.116630	0.042488
1.075000	-0.103257	-0.016299	0.086958	0.069025	-0.109821	0.040795
1.080000	-0.097396	-0.013614	0.083782	0.064091	-0.104603	0.040512
1.085000	-0.092382	-0.010655	0.081727	0.059488	-0.100522	0.041033
1.090000	-0.090077	-0.008235	0.081842	0.056760	-0.099258	0.042497
1.095000	-0.091695	-0.006836	0.084859	0.056887	-0.101934	0.045046
1.100000	-0.096328	-0.007008	0.089320	0.059661	-0.107183	0.047523
1.105000	-0.102846	-0.008841	0.094005	0.064482	-0.113652	0.049170
1.110000	-0.111096	-0.012114	0.098983	0.071135	-0.121289	0.050154
1.115000	-0.121349	-0.016453	0.104896	0.079560	-0.130623	0.051063
1.120000	-0.134161	-0.021186	0.112975	0.089690	-0.142684	0.052994
1.125000	-0.149223	-0.025098	0.124125	0.100645	-0.157818	0.057173
1.130000	-0.165598	-0.026758	0.138840	0.111057	-0.175768	0.064711
1.135000	-0.182945	-0.024516	0.158428	0.119778	-0.197091	0.077314
1.140000	-0.200695	-0.016798	0.183897	0.125569	-0.222044	0.096474
1.145000	-0.217828	-0.003780	0.214048	0.127945	-0.249344	0.121398
1.150000	-0.233871	0.012831	0.246702	0.127617	-0.277459	0.149842
1.155000	-0.249471	0.030595	0.280066	0.126368	-0.305728	0.179360
1.160000	-0.265176	0.047539	0.312715	0.125653	-0.333645	0.207992
1.165000	-0.280152	0.062042	0.342194	0.125926	-0.359311	0.233386
1.170000	-0.293376	0.072301	0.365677	0.127638	-0.380505	0.252867
1.175000	-0.304239	0.076465	0.380704	0.131505	-0.395452	0.263947
1.180000	-0.308716	0.069791	0.378507	0.137944	-0.396768	0.258825
1.185000	-0.290835	0.039760	0.330595	0.144958	-0.358783	0.213824
1.190000	-0.229941	-0.016258	0.213683	0.142143	-0.256126	0.113984
1.195000	-0.117370	-0.082984	0.034386	0.115675	-0.087616	-0.028058
1.200000	0.038141	-0.134110	-0.172250	0.055408	0.121469	-0.176877
1.205000	0.211570	-0.139334	-0.350904	-0.041705	0.324745	-0.283039
1.210000	0.363315	-0.079119	-0.442434	-0.164080	0.465199	-0.301119
1.215000	0.453478	0.046383	-0.407095	-0.288595	0.496852	-0.208257
1.220000	0.460372	0.223982	-0.236390	-0.395112	0.402275	-0.007164
1.225000	0.387841	0.428202	0.040361	-0.471142	0.200618	0.270525
1.230000	0.260601	0.616459	0.355858	-0.506371	-0.054997	0.561368
1.235000	0.112221	0.744911	0.632689	-0.494865	-0.300492	0.795357
1.240000	-0.027499	0.789552	0.817051	-0.439971	-0.487601	0.927572
1.245000	-0.138453	0.752269	0.890723	-0.354386	-0.594195	0.948581
1.250000	-0.212758	0.651643	0.864402	-0.253390	-0.621898	0.875289
1.255000	-0.253792	0.511350	0.765141	-0.148701	-0.588281	0.736982
1.260000	-0.270920	0.356014	0.626934	-0.049129	-0.518376	0.567505
1.265000	-0.274222	0.210848	0.485070	0.036589	-0.438377	0.401788
1.270000	-0.271458	0.094281	0.365739	0.102293	-0.367886	0.265593
1.275000	-0.267177	0.012603	0.279781	0.146978	-0.315786	0.168808
1.280000	-0.263288	-0.038064	0.225225	0.173985	-0.282043	0.108058
1.285000	-0.259912	-0.066371	0.193541	0.188380	-0.261801	0.073422
1.290000	-0.256190	-0.080827	0.175364	0.194577	-0.249158	0.054581
1.295000	-0.252128	-0.088108	0.164020	0.196435	-0.240263	0.043828
1.300000	-0.248872	-0.092789	0.156083	0.197257	-0.233801	0.036543
1.305000	-0.246602	-0.096479	0.150123	0.198078	-0.229049	0.030972
1.310000	-0.244313	-0.098090	0.146223	0.197687	-0.225476	0.027790
1.315000	-0.241395	-0.095457	0.145938	0.194482	-0.223627	0.029145
