Time,Healthy,Osteoarthritic
5110,-0.4188,-0.672
5115,-0.4192,-0.673
5120,-0.4192,-0.673
5125,-0.4188,-0.674
5130,-0.4196,-0.673
5135,-0.4192,-0.674
5140,-0.4188,-0.673
5145,-0.4192,-0.673
5150,-0.4192,-0.674
5155,-0.4192,-0.673
5160,-0.4192,-0.675
5165,-0.4196,-0.675
5170,-0.4192,-0.674
5175,-0.4196,-0.675
5180,-0.4196,-0.674
5185,-0.4196,-0.675
5190,-0.4196,-0.675
5195,-0.4196,-0.675
5200,-0.4196,-0.675
5205,-0.4196,-0.675
5210,-0.4196,-0.675
5215,-0.42,-0.675
5220,-0.4196,-0.675
5225,-0.42,-0.676
5230,-0.42,-0.676
5235,-0.4196,-0.675
5240,-0.42,-0.675
5245,-0.42,-0.676
5250,-0.4204,-0.677
5255,-0.42,-0.676
5260,-0.42,-0.676
5265,-0.42,-0.677
5270,-0.4204,-0.677
5275,-0.4204,-0.677
5280,-0.4204,-0.677
5285,-0.42,-0.677
5290,-0.4204,-0.678
5295,-0.4204,-0.678
5300,-0.4204,-0.677
5305,-0.42,-0.677
5310,-0.4208,-0.678
5315,-0.4204,-0.677
5320,-0.4204,-0.678
5325,-0.4204,-0.678
5330,-0.4208,-0.678
5335,-0.4204,-0.679
5340,-0.4204,-0.678
5345,-0.4208,-0.679
5350,-0.4208,-0.679
5355,-0.4208,-0.679
5360,-0.4208,-0.679
5365,-0.4208,-0.679
5370,-0.4208,-0.678
5375,-0.4208,-0.679
5380,-0.4212,-0.68
5385,-0.4208,-0.68
5390,-0.4212,-0.68
5395,-0.4208,-0.68
5400,-0.4212,-0.68
5405,-0.4212,-0.68
5410,-0.4212,-0.68
5415,-0.4212,-0.68
5420,-0.4212,-0.68
5425,-0.4212,-0.68
5430,-0.4212,-0.681
5435,-0.4216,-0.682
5440,-0.4216,-0.681
5445,-0.422,-0.681
5450,-0.4212,-0.682
5455,-0.4212,-0.682
5460,-0.4216,-0.681
5465,-0.4216,-0.681
5470,-0.4216,-0.681
5475,-0.4216,-0.682
5480,-0.4216,-0.682
5485,-0.4216,-0.682
5490,-0.4216,-0.682
5495,-0.4216,-0.682
5500,-0.422,-0.683
5505,-0.422,-0.682
5510,-0.422,-0.683
5515,-0.422,-0.683
5520,-0.422,-0.684
5525,-0.422,-0.685
5530,-0.4216,-0.683
5535,-0.422,-0.684
5540,-0.422,-0.684
5545,-0.4216,-0.684
5550,-0.422,-0.684
5555,-0.422,-0.684
5560,-0.4224,-0.684
5565,-0.422,-0.685
5570,-0.4224,-0.684
5575,-0.4224,-0.685
5580,-0.422,-0.685
5585,-0.4224,-0.685
5590,-0.422,-0.685
5595,-0.4224,-0.686
5600,-0.4224,-0.685
5605,-0.4224,-0.686
5610,-0.4228,-0.685
5615,-0.4228,-0.686
5620,-0.4224,-0.686
5625,-0.4224,-0.686
5630,-0.4224,-0.686
5635,-0.4228,-0.685
5640,-0.4224,-0.686
5645,-0.4228,-0.686
5650,-0.4228,-0.686
5655,-0.4228,-0.687
5660,-0.4228,-0.686
5665,-0.4228,-0.687
5670,-0.4228,-0.686
5675,-0.4228,-0.687
5680,-0.4228,-0.687
5685,-0.4232,-0.687
5690,-0.4232,-0.687
5695,-0.4232,-0.688
5700,-0.4228,-0.688
5705,-0.4232,-0.688
5710,-0.4236,-0.688
5715,-0.4232,-0.688
5720,-0.4232,-0.688
5725,-0.4232,-0.689
5730,-0.4232,-0.689
5735,-0.4232,-0.689
5740,-0.4232,-0.689
5745,-0.4236,-0.689
5750,-0.4236,-0.688
5755,-0.4236,-0.69
5760,-0.4236,-0.69
5765,-0.4232,-0.689
5770,-0.4232,-0.689
5775,-0.4236,-0.689
5780,-0.4232,-0.69
5785,-0.4236,-0.69
5790,-0.4236,-0.69
5795,-0.4236,-0.69
5800,-0.4236,-0.69
5805,-0.4236,-0.691
5810,-0.424,-0.691
5815,-0.424,-0.691
5820,-0.424,-0.69
5825,-0.424,-0.69
5830,-0.424,-0.691
5835,-0.4244,-0.691
5840,-0.424,-0.691
5845,-0.424,-0.691
5850,-0.424,-0.691
5855,-0.424,-0.691
5860,-0.424,-0.692
5865,-0.424,-0.691
5870,-0.4244,-0.692
5875,-0.424,-0.692
5880,-0.4244,-0.692
5885,-0.4244,-0.692
5890,-0.4244,-0.692
5895,-0.4244,-0.692
5900,-0.4244,-0.692
5905,-0.4244,-0.693
5910,-0.4248,-0.692
5915,-0.4244,-0.693
5920,-0.4244,-0.693
5925,-0.4248,-0.693
5930,-0.4244,-0.693
5935,-0.4248,-0.694
5940,-0.4244,-0.693
5945,-0.4248,-0.693
5950,-0.4248,-0.694
5955,-0.4244,-0.693
5960,-0.4244,-0.693
5965,-0.4248,-0.694
5970,-0.4248,-0.694
5975,-0.4252,-0.694
5980,-0.4248,-0.694
5985,-0.4248,-0.694
5990,-0.4248,-0.695
5995,-0.4248,-0.694
6000,-0.4248,-0.695
6005,-0.4248,-0.694
6010,-0.4248,-0.694
6015,-0.4248,-0.695
6020,-0.4248,-0.695
6025,-0.4252,-0.695
6030,-0.4252,-0.695
6035,-0.4248,-0.695
6040,-0.4252,-0.696
6045,-0.4248,-0.695
6050,-0.4252,-0.695
6055,-0.4252,-0.695
6060,-0.4248,-0.696
6065,-0.4252,-0.696
6070,-0.4252,-0.696
6075,-0.4252,-0.696
6080,-0.4252,-0.696
6085,-0.4252,-0.696
6090,-0.4252,-0.696
6095,-0.4256,-0.696
6100,-0.4256,-0.697
6105,-0.4252,-0.696
6110,-0.4252,-0.697
6115,-0.4252,-0.696
6120,-0.4256,-0.697
6125,-0.4256,-0.697
6130,-0.4256,-0.697
6135,-0.4256,-0.697
6140,-0.4256,-0.698
6145,-0.4256,-0.698
6150,-0.4256,-0.698
6155,-0.4256,-0.697
6160,-0.4256,-0.698
6165,-0.4256,-0.698
6170,-0.4256,-0.698
6175,-0.426,-0.699
6180,-0.426,-0.698
6185,-0.426,-0.698
6190,-0.4256,-0.698
6195,-0.4256,-0.698
6200,-0.426,-0.698
6205,-0.426,-0.699
6210,-0.4256,-0.699
6215,-0.4256,-0.698
6220,-0.426,-0.7
6225,-0.4256,-0.699
6230,-0.426,-0.7
6235,-0.4268,-0.7
6240,-0.426,-0.699
6245,-0.426,-0.7
6250,-0.4264,-0.7
6255,-0.426,-0.699
6260,-0.4264,-0.7
6265,-0.4264,-0.7
6270,-0.426,-0.7
6275,-0.426,-0.701
6280,-0.4264,-0.701
6285,-0.4264,-0.701
6290,-0.4264,-0.7
6295,-0.4264,-0.702
6300,-0.4264,-0.701
6305,-0.4264,-0.701
6310,-0.4264,-0.701
6315,-0.4268,-0.701
6320,-0.4264,-0.702
6325,-0.4264,-0.701
6330,-0.4264,-0.702
6335,-0.4268,-0.701
6340,-0.4268,-0.702
6345,-0.4264,-0.702
6350,-0.4264,-0.702
6355,-0.4268,-0.703
6360,-0.4268,-0.702
6365,-0.4268,-0.702
6370,-0.4268,-0.703
6375,-0.4268,-0.702
6380,-0.4268,-0.703
6385,-0.4268,-0.703
6390,-0.4268,-0.703
6395,-0.4268,-0.703
6400,-0.4268,-0.703
6405,-0.4268,-0.703
6410,-0.4272,-0.703
6415,-0.4268,-0.704
6420,-0.4268,-0.703
6425,-0.4268,-0.704
6430,-0.4268,-0.704
6435,-0.4272,-0.703
6440,-0.4276,-0.703
6445,-0.4272,-0.704
6450,-0.4268,-0.703
6455,-0.4272,-0.704
6460,-0.4268,-0.704
6465,-0.4276,-0.705
6470,-0.4272,-0.704
6475,-0.4272,-0.704
6480,-0.4276,-0.704
6485,-0.4276,-0.704
6490,-0.4276,-0.705
6495,-0.4272,-0.704
6500,-0.4272,-0.705
6505,-0.4276,-0.705
6510,-0.4276,-0.704
6515,-0.4276,-0.705
6520,-0.4276,-0.705
6525,-0.4276,-0.705
6530,-0.4272,-0.706
6535,-0.4272,-0.705
6540,-0.4276,-0.705
6545,-0.4276,-0.705
6550,-0.4272,-0.706
6555,-0.4276,-0.705
6560,-0.4276,-0.705
6565,-0.4276,-0.706
6570,-0.4272,-0.706
6575,-0.4276,-0.707
6580,-0.428,-0.706
6585,-0.4276,-0.706
6590,-0.4276,-0.706
6595,-0.428,-0.707
6600,-0.4276,-0.707
6605,-0.4276,-0.707
6610,-0.428,-0.706
6615,-0.4276,-0.706
6620,-0.428,-0.707
6625,-0.4276,-0.707
6630,-0.4276,-0.707
6635,-0.428,-0.707
6640,-0.428,-0.707
6645,-0.428,-0.708
6650,-0.428,-0.708
6655,-0.428,-0.708
6660,-0.4276,-0.708
6665,-0.428,-0.708
6670,-0.428,-0.708
6675,-0.428,-0.708
6680,-0.428,-0.708
6685,-0.4284,-0.709
6690,-0.428,-0.708
6695,-0.428,-0.708
6700,-0.428,-0.709
6705,-0.428,-0.708
6710,-0.428,-0.708
6715,-0.4284,-0.709
6720,-0.4284,-0.708
6725,-0.428,-0.71
6730,-0.4284,-0.709
6735,-0.4284,-0.709
6740,-0.4284,-0.709
6745,-0.4284,-0.709
6750,-0.4284,-0.71
6755,-0.4284,-0.709
6760,-0.4284,-0.709
6765,-0.428,-0.71
6770,-0.4284,-0.71
6775,-0.4284,-0.71
6780,-0.4284,-0.71
6785,-0.4284,-0.71
6790,-0.4288,-0.71
6795,-0.4284,-0.71
6800,-0.4284,-0.711
6805,-0.4284,-0.711
6810,-0.4288,-0.711
6815,-0.4288,-0.711
6820,-0.4288,-0.711
6825,-0.4284,-0.711
6830,-0.4288,-0.711
6835,-0.4284,-0.711
6840,-0.4288,-0.712
6845,-0.4288,-0.712
6850,-0.4288,-0.712
6855,-0.4288,-0.712
6860,-0.4288,-0.711
6865,-0.4284,-0.712
6870,-0.4288,-0.712
6875,-0.4288,-0.712
6880,-0.4288,-0.713
6885,-0.4292,-0.712
6890,-0.4288,-0.713
6895,-0.4288,-0.712
6900,-0.4288,-0.712
6905,-0.4288,-0.712
6910,-0.4288,-0.713
6915,-0.4288,-0.713
6920,-0.4292,-0.713
6925,-0.4288,-0.712
6930,-0.4288,-0.713
6935,-0.4292,-0.713
6940,-0.4288,-0.713
6945,-0.4292,-0.713
6950,-0.4292,-0.714
6955,-0.4288,-0.713
6960,-0.4292,-0.714
6965,-0.4292,-0.713
6970,-0.4292,-0.714
6975,-0.4292,-0.713
6980,-0.4292,-0.714
6985,-0.4292,-0.714
6990,-0.4296,-0.715
6995,-0.4296,-0.715
7000,-0.4292,-0.714
7005,-0.4292,-0.714
7010,-0.4292,-0.714
7015,-0.4292,-0.715
7020,-0.4296,-0.714
7025,-0.4292,-0.714
7030,-0.4296,-0.715
7035,-0.4296,-0.715
7040,-0.4296,-0.714
7045,-0.4296,-0.714
7050,-0.4292,-0.715
7055,-0.4296,-0.715
7060,-0.4296,-0.715
7065,-0.4296,-0.716
7070,-0.4292,-0.715
7075,-0.4296,-0.716
7080,-0.4296,-0.716
7085,-0.4296,-0.715
7090,-0.4296,-0.715
7095,-0.4296,-0.716
7100,-0.4296,-0.715
7105,-0.4296,-0.716
7110,-0.4296,-0.717
7115,-0.4296,-0.716
7120,-0.4296,-0.716
7125,-0.4296,-0.716
7130,-0.43,-0.716
7135,-0.4296,-0.716
7140,-0.43,-0.716
7145,-0.43,-0.715
7150,-0.43,-0.716
7155,-0.4296,-0.716
7160,-0.43,-0.716
7165,-0.4296,-0.717
7170,-0.43,-0.717
7175,-0.43,-0.718
7180,-0.4304,-0.717
7185,-0.43,-0.717
7190,-0.43,-0.717
7195,-0.4296,-0.717
7200,-0.43,-0.718
7205,-0.43,-0.718
7210,-0.4304,-0.718
7215,-0.43,-0.718
7220,-0.43,-0.718
7225,-0.4304,-0.718
7230,-0.43,-0.718
7235,-0.4304,-0.718
7240,-0.43,-0.718
7245,-0.43,-0.718
7250,-0.4304,-0.718
7255,-0.43,-0.718
7260,-0.43,-0.718
7265,-0.43,-0.717
7270,-0.4304,-0.719
7275,-0.43,-0.718
7280,-0.43,-0.718
7285,-0.43,-0.718
7290,-0.4304,-0.719
7295,-0.43,-0.719
7300,-0.43,-0.719
7305,-0.43,-0.719
7310,-0.4304,-0.718
7315,-0.4304,-0.719
7320,-0.43,-0.719
7325,-0.4304,-0.719
7330,-0.43,-0.72
7335,-0.4304,-0.719
7340,-0.4304,-0.72
7345,-0.4304,-0.72
7350,-0.4304,-0.719
7355,-0.4308,-0.719
7360,-0.43,-0.72
7365,-0.43,-0.72
7370,-0.4308,-0.72
7375,-0.4308,-0.72
7380,-0.4304,-0.721
7385,-0.4308,-0.721
7390,-0.4304,-0.721
7395,-0.4308,-0.72
7400,-0.4308,-0.72
7405,-0.4304,-0.72
7410,-0.4308,-0.721
7415,-0.4308,-0.721
7420,-0.4304,-0.721
7425,-0.4308,-0.721
7430,-0.4308,-0.722
7435,-0.4308,-0.721
7440,-0.4308,-0.722
7445,-0.4304,-0.721
7450,-0.4304,-0.721
7455,-0.4308,-0.722
7460,-0.4308,-0.721
7465,-0.4308,-0.722
7470,-0.4308,-0.721
7475,-0.4312,-0.722
7480,-0.4308,-0.722
7485,-0.4308,-0.722
7490,-0.4308,-0.722
7495,-0.4308,-0.722
7500,-0.4308,-0.722
7505,-0.4308,-0.721
7510,-0.4312,-0.722
7515,-0.4308,-0.723
7520,-0.4312,-0.722
7525,-0.4308,-0.722
7530,-0.4312,-0.723
7535,-0.4308,-0.723
7540,-0.4308,-0.723
7545,-0.4308,-0.723
7550,-0.4312,-0.724
7555,-0.4308,-0.723
7560,-0.4312,-0.723
7565,-0.4312,-0.723
7570,-0.4312,-0.723
7575,-0.4312,-0.724
7580,-0.4312,-0.724
7585,-0.4316,-0.724
7590,-0.4312,-0.724
7595,-0.4312,-0.724
7600,-0.4312,-0.724
7605,-0.4308,-0.724
7610,-0.4316,-0.724
7615,-0.4312,-0.724
7620,-0.4312,-0.724
7625,-0.4316,-0.724
7630,-0.4312,-0.724
7635,-0.4312,-0.725
7640,-0.4316,-0.724
7645,-0.4312,-0.725
7650,-0.4316,-0.725
7655,-0.4312,-0.725
7660,-0.4312,-0.725
7665,-0.4312,-0.725
7670,-0.4312,-0.725
7675,-0.4316,-0.725
7680,-0.4316,-0.725
7685,-0.4316,-0.724
7690,-0.4316,-0.725
7695,-0.4316,-0.726
7700,-0.4316,-0.725
7705,-0.4316,-0.725
7710,-0.4316,-0.725
7715,-0.4312,-0.725
7720,-0.4316,-0.726
7725,-0.4316,-0.726
7730,-0.4316,-0.726
7735,-0.4316,-0.725
7740,-0.4316,-0.726
7745,-0.4316,-0.726
7750,-0.432,-0.726
7755,-0.4316,-0.726
7760,-0.4316,-0.726
7765,-0.432,-0.726
7770,-0.4316,-0.726
7775,-0.432,-0.726
7780,-0.4316,-0.726
7785,-0.432,-0.726
7790,-0.4316,-0.726
7795,-0.4316,-0.728
7800,-0.4316,-0.727
7805,-0.4316,-0.727
7810,-0.4316,-0.727
7815,-0.432,-0.726
7820,-0.432,-0.727
7825,-0.432,-0.727
7830,-0.432,-0.727
7835,-0.432,-0.727
7840,-0.432,-0.726
7845,-0.432,-0.726
7850,-0.432,-0.727
7855,-0.432,-0.726
7860,-0.432,-0.728
7865,-0.432,-0.728
7870,-0.432,-0.727
7875,-0.432,-0.728
7880,-0.4324,-0.727
7885,-0.432,-0.727
7890,-0.4316,-0.729
7895,-0.4324,-0.727
7900,-0.432,-0.729
7905,-0.4324,-0.729
7910,-0.432,-0.728
7915,-0.4324,-0.728
7920,-0.432,-0.728
7925,-0.432,-0.729
7930,-0.432,-0.729
7935,-0.432,-0.728
7940,-0.432,-0.729
7945,-0.432,-0.729
7950,-0.432,-0.729
7955,-0.432,-0.729
7960,-0.4324,-0.729
7965,-0.4324,-0.73
7970,-0.432,-0.729
7975,-0.4324,-0.73
7980,-0.4324,-0.729
7985,-0.4324,-0.729
7990,-0.432,-0.729
7995,-0.4324,-0.73
8000,-0.432,-0.729
8005,-0.4324,-0.73
8010,-0.432,-0.73
8015,-0.432,-0.73
8020,-0.4324,-0.73
8025,-0.432,-0.73
8030,-0.4324,-0.73
8035,-0.4324,-0.73
8040,-0.4324,-0.73
8045,-0.4324,-0.73
8050,-0.4324,-0.73
8055,-0.4324,-0.731
8060,-0.432,-0.73
8065,-0.4324,-0.73
8070,-0.4324,-0.731
8075,-0.4324,-0.73
8080,-0.432,-0.731
8085,-0.4328,-0.731
8090,-0.4328,-0.731
8095,-0.4324,-0.731
8100,-0.432,-0.731
8105,-0.4324,-0.731
8110,-0.4324,-0.732
8115,-0.4324,-0.732
8120,-0.4328,-0.732
8125,-0.4328,-0.731
8130,-0.4328,-0.732
8135,-0.4324,-0.731
8140,-0.4328,-0.732
8145,-0.4328,-0.732
8150,-0.4328,-0.732
8155,-0.4328,-0.732
8160,-0.4328,-0.732
8165,-0.4328,-0.732
8170,-0.4328,-0.732
8175,-0.4328,-0.732
8180,-0.4328,-0.732
8185,-0.4328,-0.732
8190,-0.4328,-0.732
8195,-0.4328,-0.732
8200,-0.4328,-0.732
8205,-0.4328,-0.733
8210,-0.4328,-0.732
8215,-0.4328,-0.733
8220,-0.4328,-0.733
8225,-0.4324,-0.732
8230,-0.4332,-0.734
8235,-0.4328,-0.733
8240,-0.4332,-0.733
8245,-0.4328,-0.732
8250,-0.4328,-0.733
8255,-0.4328,-0.733
8260,-0.4332,-0.733
8265,-0.4328,-0.733
8270,-0.4328,-0.733
8275,-0.4328,-0.733
8280,-0.4328,-0.734
8285,-0.4328,-0.734
8290,-0.4332,-0.734
8295,-0.4328,-0.734
8300,-0.4328,-0.734
8305,-0.4328,-0.734
8310,-0.4328,-0.734
8315,-0.4332,-0.734
8320,-0.4328,-0.734
8325,-0.4332,-0.733
8330,-0.4332,-0.734
8335,-0.4332,-0.734
8340,-0.4332,-0.734
8345,-0.4332,-0.735
8350,-0.4332,-0.735
8355,-0.4332,-0.734
8360,-0.4332,-0.734
8365,-0.4336,-0.734
8370,-0.4332,-0.734
8375,-0.4332,-0.735
8380,-0.4336,-0.735
8385,-0.4332,-0.735
8390,-0.4332,-0.735
8395,-0.4336,-0.735
8400,-0.4336,-0.735
8405,-0.4332,-0.734
8410,-0.4332,-0.735
8415,-0.4336,-0.735
8420,-0.4336,-0.735
8425,-0.4332,-0.736
8430,-0.4332,-0.735
8435,-0.4336,-0.735
8440,-0.4332,-0.735
8445,-0.4336,-0.735
8450,-0.4332,-0.736
8455,-0.4332,-0.736
8460,-0.4336,-0.736
8465,-0.4332,-0.736
8470,-0.4336,-0.735
8475,-0.4332,-0.736
8480,-0.4332,-0.736
8485,-0.4332,-0.736
8490,-0.4336,-0.736
8495,-0.4336,-0.736
8500,-0.4336,-0.736
8505,-0.4336,-0.736
8510,-0.4332,-0.737
8515,-0.4336,-0.736
8520,-0.4336,-0.736
8525,-0.4336,-0.736
8530,-0.4332,-0.736
8535,-0.4336,-0.737
8540,-0.4336,-0.736
8545,-0.4336,-0.736
8550,-0.4336,-0.737
8555,-0.4332,-0.736
8560,-0.4332,-0.738
8565,-0.4336,-0.736
8570,-0.4332,-0.736
8575,-0.4332,-0.737
8580,-0.4336,-0.737
8585,-0.434,-0.738
8590,-0.4336,-0.736
8595,-0.4332,-0.737
8600,-0.4336,-0.738
8605,-0.4336,-0.738
8610,-0.4336,-0.737
8615,-0.4336,-0.738
8620,-0.4336,-0.737
8625,-0.4336,-0.738
8630,-0.4336,-0.737
8635,-0.4336,-0.738
8640,-0.4336,-0.738
8645,-0.4336,-0.738
8650,-0.4336,-0.739
8655,-0.434,-0.738
8660,-0.4336,-0.738
8665,-0.4336,-0.738
8670,-0.4336,-0.738
8675,-0.4336,-0.739
8680,-0.4336,-0.739
8685,-0.434,-0.739
8690,-0.434,-0.739
8695,-0.4336,-0.739
8700,-0.434,-0.738
8705,-0.4336,-0.738
8710,-0.434,-0.74
8715,-0.4336,-0.74
8720,-0.4336,-0.739
8725,-0.4336,-0.739
8730,-0.434,-0.739
8735,-0.434,-0.74
8740,-0.4336,-0.739
8745,-0.4336,-0.74
8750,-0.4336,-0.74
8755,-0.4336,-0.739
8760,-0.4336,-0.739
8765,-0.4336,-0.74
8770,-0.434,-0.741
8775,-0.434,-0.74
8780,-0.434,-0.739
8785,-0.4336,-0.74
8790,-0.4336,-0.739
8795,-0.434,-0.74
8800,-0.4336,-0.74
8805,-0.434,-0.74
8810,-0.4336,-0.74
8815,-0.434,-0.74
8820,-0.434,-0.741
8825,-0.434,-0.74
8830,-0.434,-0.74
8835,-0.434,-0.741
8840,-0.434,-0.74
8845,-0.434,-0.741
8850,-0.434,-0.741
8855,-0.434,-0.741
8860,-0.434,-0.741
8865,-0.434,-0.741
8870,-0.434,-0.74
8875,-0.434,-0.741
8880,-0.434,-0.741
8885,-0.434,-0.741
8890,-0.434,-0.741
8895,-0.434,-0.741
8900,-0.434,-0.741
8905,-0.434,-0.741
8910,-0.434,-0.741
8915,-0.434,-0.741
8920,-0.434,-0.741
8925,-0.434,-0.742
8930,-0.434,-0.741
8935,-0.434,-0.741
8940,-0.434,-0.742
8945,-0.434,-0.741
8950,-0.434,-0.741
8955,-0.4348,-0.741
8960,-0.434,-0.742
8965,-0.434,-0.742
8970,-0.434,-0.742
8975,-0.4344,-0.742
8980,-0.4344,-0.742
8985,-0.434,-0.742
8990,-0.4344,-0.741
8995,-0.4344,-0.742
9000,-0.434,-0.742
9005,-0.4344,-0.743
9010,-0.4344,-0.742
9015,-0.434,-0.743
9020,-0.4344,-0.742
9025,-0.4344,-0.742
9030,-0.4344,-0.743
9035,-0.4344,-0.742
9040,-0.4344,-0.742
9045,-0.4344,-0.742
9050,-0.4344,-0.742
9055,-0.4344,-0.743
9060,-0.4344,-0.743
9065,-0.4344,-0.743
9070,-0.4344,-0.743
9075,-0.4344,-0.743
9080,-0.4344,-0.744
9085,-0.4344,-0.743
9090,-0.4344,-0.743
9095,-0.4344,-0.743
9100,-0.4344,-0.743
9105,-0.4344,-0.744
9110,-0.4348,-0.743
9115,-0.4344,-0.744
9120,-0.4348,-0.743
9125,-0.4344,-0.743
9130,-0.4348,-0.743
9135,-0.4348,-0.744
9140,-0.4348,-0.744
9145,-0.4344,-0.743
9150,-0.4344,-0.744
9155,-0.4348,-0.743
9160,-0.4344,-0.745
9165,-0.4344,-0.744
9170,-0.4344,-0.744
9175,-0.4352,-0.744
9180,-0.4348,-0.744
9185,-0.4352,-0.743
9190,-0.4348,-0.743
9195,-0.4344,-0.745
9200,-0.4348,-0.745
9205,-0.4344,-0.744
9210,-0.4348,-0.744
9215,-0.4348,-0.745
9220,-0.4348,-0.744
9225,-0.4348,-0.744
9230,-0.4344,-0.744
9235,-0.4348,-0.744
9240,-0.4348,-0.744
9245,-0.4348,-0.745
9250,-0.4348,-0.745
9255,-0.4348,-0.744
9260,-0.4348,-0.745
9265,-0.4348,-0.745
9270,-0.4348,-0.745
9275,-0.434,-0.745
9280,-0.4352,-0.746
9285,-0.4348,-0.746
9290,-0.4348,-0.744
9295,-0.4348,-0.745
9300,-0.4348,-0.745
9305,-0.4348,-0.746
9310,-0.4344,-0.745
9315,-0.4348,-0.746
9320,-0.4348,-0.746
9325,-0.4348,-0.746
9330,-0.4348,-0.746
9335,-0.4348,-0.746
9340,-0.4348,-0.745
9345,-0.4348,-0.746
9350,-0.4348,-0.746
9355,-0.4348,-0.745
9360,-0.4344,-0.745
9365,-0.4348,-0.746
9370,-0.4344,-0.745
9375,-0.4352,-0.746
9380,-0.4348,-0.746
9385,-0.4348,-0.747
9390,-0.4348,-0.746
9395,-0.4352,-0.746
9400,-0.4352,-0.746
9405,-0.4348,-0.746
9410,-0.4348,-0.746
9415,-0.4348,-0.746
9420,-0.4348,-0.747
9425,-0.4348,-0.747
9430,-0.4348,-0.747
9435,-0.4352,-0.747
9440,-0.4352,-0.747
9445,-0.4348,-0.746
9450,-0.4348,-0.746
9455,-0.4352,-0.747
9460,-0.4352,-0.747
9465,-0.4348,-0.747
9470,-0.4352,-0.747
9475,-0.4352,-0.748
9480,-0.4348,-0.746
9485,-0.4352,-0.747
9490,-0.4348,-0.747
9495,-0.4348,-0.747
9500,-0.4352,-0.747
9505,-0.4348,-0.748
9510,-0.4352,-0.748
9515,-0.4348,-0.748
9520,-0.4352,-0.748
9525,-0.4352,-0.748
9530,-0.4348,-0.747
9535,-0.4352,-0.749
9540,-0.4352,-0.748
9545,-0.4352,-0.748
9550,-0.4352,-0.748
9555,-0.4352,-0.747
9560,-0.4352,-0.748
9565,-0.4348,-0.748
9570,-0.4352,-0.748
9575,-0.4352,-0.748
9580,-0.4352,-0.748
9585,-0.4352,-0.748
9590,-0.4352,-0.748
9595,-0.4352,-0.748
9600,-0.4352,-0.749
9605,-0.4356,-0.749
9610,-0.4352,-0.748
9615,-0.4356,-0.748
9620,-0.4352,-0.748
9625,-0.4352,-0.748
9630,-0.4352,-0.748
9635,-0.4352,-0.749
9640,-0.4352,-0.748
9645,-0.4356,-0.748
9650,-0.4352,-0.748
9655,-0.4352,-0.748
9660,-0.4352,-0.749
9665,-0.4356,-0.749
9670,-0.4352,-0.748
9675,-0.4356,-0.748
9680,-0.4356,-0.748
9685,-0.4352,-0.749
9690,-0.4356,-0.749
9695,-0.4352,-0.749
9700,-0.4352,-0.749
9705,-0.4356,-0.75
9710,-0.4352,-0.749
9715,-0.4356,-0.749
9720,-0.4356,-0.749
9725,-0.4352,-0.75
9730,-0.4356,-0.749
9735,-0.4352,-0.749
9740,-0.4356,-0.75
9745,-0.4352,-0.75
9750,-0.4356,-0.749
9755,-0.4356,-0.749
9760,-0.4356,-0.75
9765,-0.4356,-0.75
9770,-0.4356,-0.749
9775,-0.4356,-0.749
9780,-0.4356,-0.75
9785,-0.4356,-0.749
9790,-0.4352,-0.75
9795,-0.4352,-0.75
9800,-0.4352,-0.75
9805,-0.4356,-0.75
9810,-0.4356,-0.75
9815,-0.4356,-0.75
9820,-0.4356,-0.75
9825,-0.4356,-0.75
9830,-0.4356,-0.751
9835,-0.436,-0.75
9840,-0.4356,-0.75
9845,-0.4356,-0.75
9850,-0.4356,-0.75
9855,-0.4356,-0.751
9860,-0.4356,-0.751
9865,-0.4356,-0.751
9870,-0.436,-0.75
9875,-0.4352,-0.751
9880,-0.436,-0.751
9885,-0.4356,-0.751
9890,-0.4356,-0.751
9895,-0.4356,-0.751
9900,-0.436,-0.751
9905,-0.4356,-0.751
9910,-0.4356,-0.751
9915,-0.436,-0.751
9920,-0.4356,-0.752
9925,-0.4356,-0.751
9930,-0.4356,-0.751
9935,-0.4356,-0.752
9940,-0.436,-0.752
9945,-0.4356,-0.752
9950,-0.4356,-0.752
9955,-0.4356,-0.752
9960,-0.436,-0.751
9965,-0.436,-0.752
9970,-0.4356,-0.752
9975,-0.4356,-0.752
9980,-0.4356,-0.752
9985,-0.436,-0.752
9990,-0.4356,-0.752
9995,-0.436,-0.752
10000,-0.436,-0.753
